Feature Name	TPM Median	TPM Variance	Num Coexpress Partner	CAI	Normalized SNP Count	Paralog GI in S.cer	Ortholog Essentiality in S.cer	Length	Hits	Reads	Freedom index	Neighborhood index	Upstream hits 100	GRACE	GRACEv2
C1_02020W_A	14.48	4386.556785354343	0.0	0.14	0.006420546	-1	-1	624.0	12.0	870.0	0.256410256	0.454617654	9.0		
C1_02030C_A	23.46	3788.8323772019867	0.0	0.18	0.0	-1	-1	444.0	4.0	82.0	0.387387387	0.20280116199999998	14.0		
C1_02040C_A	18.05	9485.839538460645	7.0	0.23	0.001616815	-1	-1	2475.0	31.0	3086.0	0.228686869	0.283989017	6.0		
C1_02050C_A	32.28	3957.637524724589	9.0	0.2	0.00580945	-1	-1	2583.0	26.0	3102.0	0.142469996	0.20432963199999998	3.0		
C1_02060W_A	71.83	14997.587161771076	0.0	0.15	0.006349206	-1	-1	631.0	3.0	199.0	0.7078651690000001	0.23341566100000002	3.0		
C1_02070W_A	0.48	18099.82179300348	4.0	0.4	0.003015075	0	0	996.0	25.0	2372.0	0.156626506	0.6849404090000001	2.0		
C1_02080W_A	18.59	2529.989690999701	76.0	0.16	0.0026338890000000004	-1	-1	1140.0	18.0	1389.0	0.19649122800000002	0.477920411	7.0		
C1_02090C_A	12.74	70118.91357273428	119.0	0.16	0.006052455	-1	-1	1488.0	11.0	378.0	0.38239247299999995	0.224113833	10.0		
C1_02100W_A	4.78	5736.626084702235	17.0	0.16	0.003712871	0	0	1617.0	21.0	2125.0	0.29808287	0.40703646600000004	12.0		
C1_02110C_A	6.29	284020.1137386041	56.0	0.45	0.007330483	0	0	1638.0	20.0	1728.0	0.29853479899999996	0.412932577	0.0		
C1_02120C_A	84.26	187097.98120438145	4.0	0.2	0.005595971	-1	-1	1788.0	14.0	781.0	0.35682326600000003	0.324059177	4.0	-1.0	
C1_02130C_A	20.21	26254.853039250807	29.0	0.19	0.001939237	-1	-1								-1.0
C1_02140C_A	0.0	1.4289525289369782	0.0	0.1	0.00872093	0	0								
C1_02150W_A	10.61	29855.6308679986	48.0	0.26	0.0024667	-1	-1	2028.0	23.0	1676.0	0.183431953	0.29069345	0.0		-1.0
C1_02160W_A	21.59	2384.3126211350627	2.0	0.16	0.0	0	1	507.0	0.0	0.0	1.0	0.0	2.0	1.0	
C1_02170C_A	10.11	9131.288339499191	2.0	0.15	0.011434511	0	0	963.0	30.0	1980.0	0.160955348	0.758592795	4.0		
C1_02180W_A	25.23	12814.906606305445	8.0	0.21	0.0017241379999999998	-1	-1	1161.0	17.0	1687.0	0.264427218	0.315077855	7.0		
C1_02190W_A	17.4	906.9691537225141	363.0	0.2	0.001066098	-1	-1	939.0	18.0	1091.0	0.189563365	0.383160395	19.0		
C1_02200C_A	8.36	342.23076739189344	39.0	0.14	0.007177033	-1	-1	837.0	19.0	1370.0	0.174432497	0.423735564	2.0		
C1_02210W_A				0.14	0.006997085	0	0	1713.0	21.0	1965.0	0.15936952699999998	0.237521891	6.0		
C1_02210W_B	23.28	6134.476174938463	10.0			0	0								
C1_02220C_A	22.22	14875.500286199931	272.0	0.14	0.0	-1	-1	1011.0	29.0	1753.0	0.165182987	0.575790047	21.0	-1.0	
C1_02230W_A	25.96	962.2585495091016	80.0	0.2	0.002982107	-1	-1	2013.0	9.0	797.0	0.55787382	0.094101658	0.0		-1.0
C1_02240W_A	37.3	1589.6898719204694	13.0	0.22	0.000761325	0	1	2628.0	1.0	1.0	0.634322679	0.008122768	0.0	-1.0	
C1_02250W_A	32.76	23565.131528769067	2.0	0.18	0.002758621	-1	-1	726.0	2.0	15.0	0.49862259	0.065686603	0.0		
C1_02260C_A	59.99	2097.151419746784	208.0		0.004389816	-1	-1	1140.0	12.0	758.0	0.27894736800000003	0.232012384	0.0		
C1_02270C_A	7.47	55170.87518205586	26.0	0.24	0.0	0	0	879.0	25.0	2003.0	0.119453925	0.63813372	0.0		
C1_02280C_A	4.92	30.020450517383647	120.0	0.15	0.007817811	-1	-1	2943.0	23.0	865.0	0.312606184	0.17656050399999998	5.0		
C1_02290C_A	23.5	455.2866763276651	245.0		0.004128819000000001	-1	-1	1212.0	15.0	638.0	0.45627062700000004	0.274775184	6.0	-1.0	
C1_02300W_A	15.39	378.03760278964836	29.0	0.2	0.008219178	-1	-1	366.0	4.0	102.0	0.412568306	0.237835025	5.0		-1.0
C1_02310C_A	24.41	1375.2149293216794	31.0	0.22	0.002739726	-1	-1	366.0	0.0	0.0	1.0	0.0	2.0		
C1_02320C_A	32.39	4443.106403689329	164.0	0.19	0.0030656040000000004	-1	-1	1632.0	13.0	798.0	0.304534314	0.16362037699999998	0.0	-1.0	
C1_02330C_A	1198.56	4010708.1829095962	121.0	0.46	0.0035335690000000007	-1	-1	847.0	3.0	141.0	0.950520833	0.166460129	4.0		
C1_02340C_A					0.0	0	0								
C1_02350W_A	31.72	876.4523802960628	91.0	0.15	0.009925558	-1	-1	807.0	8.0	294.0	0.43866171	0.21182706899999998	13.0		
C1_02360C_A	0.59	4.682897985276628	0.0	0.2	0.007272727	-1	-1	1926.0	40.0	2212.0	0.172897196	0.452584555	5.0		
C1_02370C_A				0.21	0.004680617	0	0	3630.0	30.0	749.0	0.117355372	0.182375906	0.0		
C1_02370C_B	8.89	323.1168056045551	34.0			0	0								
C1_02380C_A	4.32	1039.8854858165603	2.0	0.15	0.011627907	-1	-1	603.0	0.0	0.0	1.0	0.0	2.0		-1.0
C1_02390W_A	6.97	1375.2412650520855	261.0	0.16	0.007624398	-1	-1	2493.0	34.0	2148.0	0.22462896100000002	0.301569057	7.0	-1.0	
C1_02400C_A				0.15	0.002248876	-1	-1	1335.0	19.0	555.0	0.19925093600000002	0.39638879299999996	0.0		
C1_02400C_B	10.14	317.3121111875333	145.0			0	0								
C1_02410C_A	26.79	899.532021340606	60.0	0.15	0.001863933	-1	-1	1074.0	13.0	449.0	0.183426443	0.356642423	2.0		
C1_02420C_A	69.48	18821.0738004568	8.0	0.37	0.001932197	1	0	5694.0	4.0	832.0	0.54460836	0.021188844	0.0	1.0	
C1_02430C_A					0.003083248	-1	-1	1932.0	20.0	1571.0	0.214285714	0.309531151	1.0	-1.0	
C1_02430C_B	62.06	3192.8414914386017	149.0			0	0								
C1_02440C_A	13.87	1793.6025178531365	6.0	0.16	0.002997003	-1	-1	1002.0	18.0	934.0	0.159680639	0.523285655	5.0		-1.0
C1_02450C_A	35.56	7763.084355082059	338.0	0.17	0.001886792	-1	-1	531.0	2.0	127.0	0.642184557	0.111849524	0.0	-1.0	
C1_02460W_A	3256.79	7530363.870677674	20.0	0.65	0.001510574	0	1	663.0	1.0	1.0	0.6968325790000001	0.044982969000000005	0.0		1.0
C1_02470W_A	9.24	1040.4886020532747	11.0	0.18	0.0	0	0	471.0	9.0	1090.0	0.322717622	0.523342076	1.0		
C1_02480W_A	135.75	48998.847186974235	28.0	0.38	0.0	0	1	759.0	1.0	28.0	0.9828722	0.034336182	0.0	-1.0	
C1_02490C_A	13.04	154.6358383140011	142.0	0.16	0.00544285	-1	-1	2022.0	12.0	890.0	0.329376855	0.157394709	13.0		
C1_02500W_A	15.67	7358.61115306979	94.0	0.19	0.0	-1	-1	627.0	4.0	536.0	0.48006379600000004	0.16646965	10.0	-1.0	
C1_02510W_A	22.02	2007.8509731376694	35.0	0.17	0.008207934	0	1	732.0	1.0	5.0	0.990437158	0.036527349	0.0		
C1_02520W_A	0.16	6431.464577346173	0.0	0.24	0.005184332	0	0	1737.0	45.0	4852.0	0.238917674	0.6817816109999999	4.0	-1.0	
C1_02530C_A	97.22	162862.57059059234	15.0	0.25	0.001704545	-1	-1	1761.0	12.0	1045.0	0.20556502	0.15820736800000001	2.0	-1.0	
C1_02540C_A					0.0	0	0								
C1_02560W_A	0.94	602.8832732463716	0.0	0.12	0.056856187	0	0								
C1_02570C_A	1.92	2437.132385199422	10.0	0.19	0.002951594	0	0	1695.0	33.0	4365.0	0.168731563	0.475510496	3.0	-1.0	
C1_02580W_A	0.56	1486.6543749882653	79.0	0.12	0.005294507	0	0	1512.0	28.0	2163.0	0.113095238	0.421622327	4.0	-1.0	
C1_02590C_A	178.6	173644.32316623093	2.0	0.29	0.003416856	-1	-1	879.0	6.0	615.0	0.38452787299999996	0.151871309	3.0	-1.0	
C1_02600W_A	42.24	5573.679461037978	1.0	0.14	0.0053404540000000006	-1	-1	750.0	12.0	1171.0	0.284	0.36102295100000004	3.0	-1.0	
C1_02610W_A	11.53	360.9811475062404	52.0	0.13	0.000914704	-1	-1	4374.0	38.0	1884.0	0.232738912	0.196176541	5.0		-1.0
C1_02620C_A	199.5	26409.94234922768	4.0	0.37	0.0027803520000000003	-1	-1	1080.0	2.0	27.0	0.473148148	0.036729615	4.0	-1.0	
C1_02630C_A	14.97	3617.103667418072	2.0	0.17	0.004169562	-1	-1	1440.0	32.0	2822.0	0.23194444399999997	0.46666666700000003	0.0	-1.0	
C1_02640C_A	225.82	30099.974381236138	277.0	0.31	0.0	0	1	516.0	0.0	0.0	1.0	0.0	0.0		-1.0
C1_02650W_A	235.2	68601.30101997472	143.0	0.27	0.0	0	0	603.0	4.0	326.0	0.558872305	0.131436385	6.0		-1.0
C1_02660C_A	46.49	6766.635944740621	81.0	0.17	0.00241838	-1	-1	828.0	0.0	0.0	1.0	0.0	0.0	-1.0	
C1_02670C_A	0.28	1.7091159031435696	0.0	0.16	0.005358615	0	0	2427.0	63.0	4298.0	0.103831891	0.497839507	2.0		
C1_02680C_A	3.8	20.199809785653148	13.0	0.14	0.006724684	0	0	2529.0	28.0	1036.0	0.181494662	0.24045113399999998	2.0		
C1_02690C_A	0.0	5314.446088600477	0.0	0.27	0.016556291	0	0	303.0	4.0	531.0	0.521452145	0.30587548600000003	3.0		
C1_02700C_A	231.42	2625481.156730783	1.0	0.41	0.0	0	0	174.0	2.0	178.0	0.373563218	0.27268865600000003	8.0		
C1_02710W_A	211.83	28991.481309644947	264.0	0.32	0.004026846	0	1	1491.0	2.0	3.0	0.612340711	0.031688707999999996	2.0	1.0	
C1_02720W_A	22.99	2027.418369373893	13.0	0.21	0.000838223	0	0	1194.0	11.0	1841.0	0.36432160799999996	0.21764091100000002	18.0	-1.0	
C1_02730W_A	5.82	1264.2479422181796	0.0	0.14	0.0	0	0	888.0	13.0	645.0	0.26463964	0.321083338	2.0		
C1_02740C_A	8.67	845.7113035842073	4.0	0.14	0.004347826	0	0	921.0	15.0	1077.0	0.18349620000000005	0.364828301	13.0		
C1_02750C_A	50.4	1445.8614921734409	6.0	0.17	0.00209468	-1	-1	2388.0	4.0	16.0	0.555695142	0.034942071	0.0	1.0	
C1_02760W_A	201.2	21383.42955992488	1.0	0.27	0.0	-1	-1	1053.0	9.0	986.0	0.337132004	0.172358016	8.0	-1.0	
C1_02770W_A	107.99	154587.1060124214	0.0	0.24	0.0	-1	-1	297.0	0.0	0.0	1.0	0.0	3.0		
C1_02780W_A	90.96	6829.345296793335	2.0	0.24	0.002638522	-1	-1	759.0	6.0	695.0	0.324110672	0.143146508	0.0	-1.0	
C1_02790W_A	264.92	60454.03087661633	245.0	0.24	0.0	0	1	1053.0	2.0	3.0	0.9468186129999999	0.032616913	0.0	1.0	
C1_02800W_A	0.83	5681.971511998249	0.0		0.008305648	0	0	603.0	20.0	1340.0	0.212271973	0.531240195	5.0		
C1_02810W_A	24.08	35295.11884032607	4.0	0.18	0.000781861	-1	-1	2559.0	30.0	2166.0	0.127002735	0.186121299	5.0		-1.0
C1_02820W_A	33.58	2247.591187526958	8.0	0.24	0.00166113	-1	-1	4215.0	57.0	6763.0	0.126927639	0.227928826	0.0	1.0	
C1_02830W_A	13.96	218.3323666959129	106.0	0.13	0.002261164	0	0	1770.0	20.0	1258.0	0.179096045	0.211842395	2.0		
C1_02840W_A	29.87	5065.5567000700485	0.0	0.16	0.00058309	-1	-1	1716.0	20.0	551.0	0.26981352	0.21436020100000008	0.0		-1.0
C1_02850W_A	25.74	1332.6468795298294	0.0	0.19	0.000490436	-1	-1	2040.0	28.0	1041.0	0.142647059	0.251681398	2.0	-1.0	
C1_02860C_A	65.79	34038.93798483292	193.0	0.21	0.00166113	0	1	603.0	1.0	45.0	0.998341625	0.030370854	1.0	-1.0	
C1_02870W_A	27.04	1072.7317612193874	4.0	0.14	0.0	0	0	867.0	13.0	1391.0	0.162629758	0.254034824	2.0		-1.0
C1_02880C_A	135.08	69952.25214913486	15.0	0.27	0.003957784000000001	0	1	759.0	4.0	434.0	0.860342556	0.09255683699999999	0.0	1.0	
C1_02890C_A	34.25	25251.263561442618	24.0	0.15	0.0	0	0	375.0	12.0	1380.0	0.365333333	0.561858065	2.0		
C1_02900C_A	14.0	222.88638987095828	53.0	0.12	0.002756086	0	1	2178.0	10.0	654.0	0.565656566	0.08086687299999999	2.0		-1.0
C1_02910C_A	6.16	242.29662955432102	97.0	0.13	0.000699301	-1	-1	1431.0	27.0	2168.0	0.211740042	0.323927701	4.0		
C1_02920W_A	63.09	6026.347875565522	14.0	0.14	0.001798561	-1	-1	1113.0	8.0	650.0	0.232704403	0.13956274300000002	4.0	-1.0	
C1_02930C_A	25.95	1693.813654718218	98.0	0.17	0.0	-1	-1	1368.0	1.0	1.0	0.9195906429999999	0.014212042	5.0	-1.0	
C1_02940C_A	62.29	15024.969412005712	4.0	0.12	0.001930502	0	0	519.0	12.0	1068.0	0.473988439	0.45329700700000003	5.0		
C1_02950W_A	8.91	9439.576479690171	19.0	0.14	0.0	0	0	378.0	17.0	1183.0	0.283068783	0.881403493	10.0		
C1_02960C_A	30.71	10824.185937901075	26.0	0.14	0.002238388	-1	-1	1788.0	2.0	2.0	0.446868009	0.023194565	6.0	-1.0	
C1_02970W_A	111.5	51301.55002529836	5.0	0.19	0.004743083	0	0	1266.0	28.0	3569.0	0.239336493	0.47062852899999996	1.0	-1.0	
C1_02980W_A	25.68	53272.25511557253	16.0	0.14	0.000972763	-1	-1	1029.0	9.0	469.0	0.515063168	0.203766449	0.0		
C1_02990C_A	16.27	2212.5448641598687	1.0	0.34	0.002279635	-1	-1	1317.0	9.0	490.0	0.280182232	0.185797762	3.0	-1.0	
C1_03000W_A	3.12	454.64997795564176	16.0	0.14	0.001704545	0	0	1761.0	18.0	2245.0	0.22203293600000001	0.290516072	6.0	-1.0	
C1_03010W_A	1957.09	2738893.042480941	108.0	0.58	0.003125	-1	-1	321.0	0.0	0.0	1.0	0.0	0.0		-1.0
C1_03020C_A	2820.52	4688744.326497597	141.0	0.7	0.0	-1	-1	609.0	0.0	0.0	1.0	0.0	0.0		1.0
C1_03030W_A	2514.57	5976912.843404656	196.0	0.64	0.00397351	1	0	756.0	0.0	0.0	1.0	0.0	0.0		1.0
C1_03040W_A				0.14	0.002638522	-1	-1	759.0	16.0	2605.0	0.250329381	0.658077341	1.0		
C1_03040W_B	23.37	2447.93997324126	3.0			0	0								
C1_03050W_A	14.38	461.2811920552285	2.0	0.13	0.002852615	-1	-1	3156.0	27.0	2738.0	0.122306717	0.240905443	5.0	-1.0	
C1_03060C_A	62.88	8469.81610189058	300.0	0.2	0.0	-1	-1	630.0	5.0	461.0	0.6793650790000001	0.235646259	1.0	1.0	
C1_03070C_A	26.49	2503.7827536317063	4.0	0.13	0.001241208	0	1	2418.0	7.0	210.0	0.38544251399999996	0.08915047699999999	1.0	1.0	
C1_03080C_A	19.87	944.8694748757796	12.0	0.12	0.001470588	0	1	681.0	3.0	34.0	0.537313433	0.113012344	0.0	-1.0	
C1_03090W_A	2461.46	3100893.9416978527	187.0	0.57	0.0	1	0	771.0	0.0	0.0	1.0	0.0	0.0		1.0
C1_03100W_A	49.78	4426.748440493057	3.0	0.26	0.002249213	-1	-1	4447.0	41.0	4624.0	0.098730606	0.171893044	2.0	-1.0	
C1_03110W_A	2075.1	2992781.060462173	196.0	0.6	0.001121076	1	0	893.0	0.0	0.0	1.0	0.0	1.0		1.0
C1_03120W_A	25.06	17424.582025982287	172.0	0.21	0.004058442	-1	-1	1233.0	12.0	965.0	0.244120032	0.16599756699999998	11.0		
C1_03130C_A	73.22	3790.672592179576	52.0	0.2	0.004561003	-1	-1	1755.0	21.0	1957.0	0.145868946	0.174271313	4.0	-1.0	
C1_03140W_A	19.11	29847.093605927814	53.0	0.21	0.006302521	-1	-1	477.0	13.0	948.0	0.324947589	0.420421349	5.0		
C1_03150C_A	39.58	23445.021069681694	0.0	0.17	0.001324503	0	0	756.0	8.0	559.0	0.166666667	0.20668836399999999	4.0		
C1_03160C_A	47.33	7654.034141328214	0.0	0.17	0.005149331	-1	-1	972.0	5.0	579.0	0.660493827	0.094466405	8.0		
C1_03170C_A	2.66	431.66287551991445	273.0	0.14	0.003558719	-1	-1	1968.0	28.0	1456.0	0.12347561	0.26543037199999997	11.0		
C1_03180W_A	15.47	1101.3227631397247	57.0	0.15	0.003476246	-1	-1	864.0	4.0	62.0	0.6631944439999999	0.0836076	11.0	-1.0	
C1_03190C_A	986.31	453537.82906288	8.0	0.55	0.005092593	-1	-1	2160.0	10.0	551.0	0.327830189	0.139730126	1.0		-1.0
C1_03200C_A	8.75	257.877618824605	1.0	0.13	0.001563966	-1	-1	3198.0	43.0	3798.0	0.179799875	0.288287697	2.0	-1.0	
C1_03210C_A	121.88	19196.393702064117	41.0	0.3	0.0	0	1	1356.0	0.0	0.0	1.0	0.0	1.0	1.0	
C1_03220C_A	1094.07	457375.1996906186	0.0	0.45	0.001259446	1	0	795.0	0.0	0.0	1.0	0.0	0.0		-1.0
C1_03230C_A	103.38	15899.253907015434	276.0	0.25	0.001770956	-1	-1	1695.0	4.0	23.0	0.7398230090000001	0.045996375	1.0		
C1_03240W_A	122.23	42765.03156077364	0.0	0.19	0.0	0	0	426.0	11.0	2450.0	0.35915493	0.477970386	5.0	-1.0	
C1_03250C_A	16.75	2768.6501807774	8.0	0.14	0.005737705	-1	-1	1221.0	25.0	1611.0	0.257985258	0.396872958	8.0		-1.0
C1_03260W_A	10.22	106641.45075915883	10.0	0.13	0.002455796	-1	-1	2037.0	37.0	4106.0	0.28718704	0.330735559	6.0		
C1_03270W_A	8.61	4340.62555840039	79.0	0.12	0.003322259	-1	-1	1205.0	24.0	3431.0	0.282935455	0.395143088	11.0		
C1_03280W_A	143.75	38930.957066031326	144.0	0.19	0.001072961	-1	-1	933.0	0.0	0.0	1.0	0.0	2.0	-1.0	
C1_03290W_A	23.98	2992.536037575685	3.0	0.13	0.004779607	-1	-1	1884.0	5.0	455.0	0.847133758	0.04588162	0.0	-1.0	
C1_03300C_A	64.59	11473.493790232957	9.0	0.16	0.002851033	0	1	1404.0	2.0	4.0	0.623219373	0.025126334	0.0	1.0	
C1_03310W_A	74.35	9145.235797336438	0.0	0.2	0.002640845	0	1	1137.0	0.0	0.0	1.0	0.0	0.0	1.0	
C1_03320C_A	7.2	34695.19911348307	188.0	0.2	0.00132626	-1	-1	1509.0	18.0	718.0	0.35917826399999997	0.25022996399999997	2.0	-1.0	
C1_03330C_A	7.61	18268.20686961604	330.0	0.15	0.00377596	-1	-1	1590.0	33.0	2331.0	0.211320755	0.471079753	13.0		-1.0
C1_03340C_A	73.9	13976.937489633314	74.0	0.2	0.002270148	0	1	882.0	4.0	419.0	0.867346939	0.100217865	0.0	-1.0	
C1_03350C_A	133.44	19344.363413643707	410.0	0.37	0.000535332	0	1	1869.0	0.0	0.0	1.0	0.0	0.0	1.0	
C1_03360W_A	29.12	1556.8155679363247	0.0	0.19	0.001417769	-1	-1	4233.0	44.0	4144.0	0.185447673	0.185949013	2.0	-1.0	
C1_03370W_A	484.87	142271.85082225787	137.0	0.57	0.002117522	0	1	1890.0	2.0	36.0	0.824867725	0.019835519	0.0	1.0	
C1_03380W_A	88.14	76712.79791222086	70.0	0.19	0.001125281	-1	-1	2667.0	12.0	602.0	0.564679415	0.08498937599999999	0.0	-1.0	
C1_03390W_A	80.27	22690.306942691543	0.0	0.23	0.001566171	-1	-1	1278.0	18.0	2208.0	0.25743349	0.22614934899999997	0.0		-1.0
C1_03400W_A	26.74	3261.555305327431	0.0	0.16	0.0015392510000000002	-1	-1	1950.0	29.0	2212.0	0.243076923	0.227279822	2.0		
C1_03410W_A	7.77	199.6333729248666	53.0	0.12	0.003640777	0	0	825.0	20.0	1640.0	0.248484848	0.370224674	21.0	-1.0	
C1_03420W_A					0.0	0	0								
C1_03430W_A	18.96	14401.773726564243	0.0	0.14	0.002843602	-1	-1	1056.0	20.0	1789.0	0.161931818	0.291931708	3.0		
C1_03440C_A	63.63	21167.395453463898	0.0	0.18	0.002785515	0	0	1437.0	27.0	4314.0	0.17745302699999999	0.281105116	15.0		
C1_03450C_A	21.27	1296.6880793666232	118.0	0.14	0.001102232	-1	-1	3630.0	51.0	5775.0	0.128650138	0.19556523	6.0	-1.0	
C1_03460C_A	4.92	243.783908575408	4.0	0.13	0.0057200540000000005	0	0	2973.0	65.0	5159.0	0.09149007699999999	0.29171537399999997	4.0		
C1_03470C_A	0.15	1406.8880409652922	0.0	0.13	0.002838893	-1	-1	1410.0	50.0	5509.0	0.12056737599999999	0.442520205	2.0	-1.0	
C1_03480C_A	16.73	1041.5359342338336	164.0	0.15	0.002781641	-1	-1	2877.0	42.0	2991.0	0.152937087	0.19286717399999997	5.0	-1.0	
C1_03490W_A	70.65	85249.98307786943	1.0	0.15	0.001135074	-1	-1	882.0	33.0	3062.0	0.17573696100000002	0.47889432299999996	5.0	-1.0	
C1_03500W_A	300.87	650971.8514091375	1.0	0.32	0.003210273	0	1	624.0	0.0	0.0	1.0	0.0	0.0	1.0	
C1_03510C_A	283.91	198192.47487080647	3.0	0.37	0.0	0	0	546.0	15.0	2699.0	0.23809523800000001	0.414754546	5.0		
C1_03520W_A	159.18	168352.91279588954	38.0	0.22	0.003460208	0	1	1446.0	5.0	635.0	0.437759336	0.051041357999999995	0.0	1.0	
C1_03530W_A	26.26	375.1616236886965	8.0	0.15	0.00170068	0	1	1765.0	3.0	74.0	0.762073027	0.028552572999999998	7.0	1.0	
C1_03540C_A	41.04	2228.315457859436	70.0	0.14	0.004914005	-1	-1	408.0	1.0	5.0	0.987745098	0.038804208	0.0		
C1_03550C_A	76.01	7267.696025070633	0.0	0.16	0.002080444	-1	-1	1443.0	2.0	6.0	0.9923769920000001	0.022007409	5.0	-1.0	
C1_03560C_A	155.0	159512.39192357025	0.0	0.2	0.000967118	0	1	1035.0	3.0	72.0	0.525603865	0.052543155	0.0	1.0	
C1_03570C_A					0.0	0	0								
C1_03580W_A	0.0	0.8893274353947894	0.0	0.09	0.010204082	0	0	99.0	6.0	760.0	0.6767676770000001	1.1395646609999999	1.0		
C1_03600W_A	74.3	4824.059790482675	18.0	0.19	0.00120919	0	1	828.0	0.0	0.0	1.0	0.0	0.0	-1.0	
C1_03610C_A	39.21	4232.732894119751	1.0	0.13	0.005444646	-1	-1	552.0	6.0	441.0	0.355072464	0.19834432600000002	19.0		-1.0
C1_03620C_A	112.87	235113.9114348357	46.0	0.57	0.006934813000000001	0	0	722.0	3.0	170.0	0.844783715	0.14143914900000001	6.0		
C1_03630W_A	7.68	308.5091218510872	19.0	0.14	0.006499011	0	1	3540.0	2.0	20.0	0.555932203	0.010043096	0.0	-1.0	
C1_03640C_A	29.94	4662.610506248896	26.0	0.17	0.001402525	-1	-1	714.0	14.0	1821.0	0.25070028	0.338779956	3.0		
C1_03650C_A	147.57	84915.32828863269	185.0	0.22	0.001976285	-1	-1	507.0	5.0	253.0	0.682445759	0.17390814300000002	3.0	1.0	
C1_03660W_A	27.72	20942.38094938281	1.0	0.17	0.0	0	0	240.0	9.0	756.0	0.495833333	0.640082335	0.0		
C1_03670C_A	37.84	7395.662571197798	49.0	0.16	0.002764977	0	0	1086.0	22.0	1868.0	0.273480663	0.341151747	12.0	-1.0	
C1_03680W_A				0.2	0.00407332	-1	-1	3438.0	83.0	9993.0	0.10616637599999999	0.409300499	2.0	-1.0	
C1_03680W_B	26.39	4418.199988634329	5.0			0	0								
C1_03690W_A	59.4	1701.1032339266446	0.0	0.16	0.005703422	-1	-1	1053.0	24.0	1482.0	0.136752137	0.365458296	7.0		
C1_03700C_A					0.0	0	0								
C1_03710C_A	14.73	489.3863536620783	41.0	0.16	0.005695056	-1	-1	3864.0	46.0	3041.0	0.13172877800000002	0.19184389	3.0		
C1_03720C_A	16.46	1415.9183507809073	56.0		0.005643341	0	0								
C1_03730C_A	40.94	2416.535001215665	14.0	0.22	0.001624256	-1	-1	1848.0	23.0	2169.0	0.143398268	0.20430085	4.0		-1.0
C1_03740W_A	8.54	222.53949896461913	12.0	0.13	0.005276117	-1	-1	2844.0	33.0	2211.0	0.152953586	0.194183355	4.0		-1.0
C1_03750W_A	43.3	11460.235518649431	8.0	0.12	0.003629764	0	0	552.0	14.0	862.0	0.177536232	0.42015535200000004	19.0		-1.0
C1_03760C_A	38.64	5620.853639123184	5.0	0.16	0.005595971	-1	-1	1788.0	23.0	1333.0	0.349552573	0.21042235399999998	8.0	-1.0	
C1_03770W_A	26.87	15850.812476304449	2.0	0.14	0.009750813	-1	-1	1847.0	22.0	1236.0	0.190558434	0.216626815	4.0		
C1_03780C_A	57.05	2507.7492133346827	51.0	0.2	0.003104626	1	0	3222.0	2.0	23.0	0.598386096	0.01122159	0.0	1.0	
C1_03790C_A	164.64	57841.33221461999	334.0	0.43	0.00625	-1	-1	1281.0	13.0	693.0	0.201405152	0.200290747	7.0		-1.0
C1_03800W_A	8.4	607.0426116685635	264.0	0.12	0.004291845	0	1	933.0	1.0	1.0	0.996784566	0.021562481	0.0	-1.0	
C1_03810C_A	7.4	364.5972748702578	19.0	0.14	0.007640068000000002	-1	-1	1179.0	28.0	1629.0	0.12468193400000001	0.47518235799999997	4.0		-1.0
C1_03820W_A	25.66	18225.955834302447	17.0	0.21	0.001803427	-1	-1	1110.0	18.0	661.0	0.24954955	0.32634629600000004	1.0		
C1_03830C_A	39.48	3259.811375259255	283.0	0.16	0.001008065	0	1	993.0	0.0	0.0	1.0	0.0	0.0	1.0	
C1_03840W_A	10.96	1473.4595716921247	1.0	0.16	0.014869888	0	0	270.0	10.0	743.0	0.21111111100000002	0.71141277	3.0		
C1_03860C_A	10.97	385.16993158540606	120.0	0.16	0.002214616	-1	-1	4968.0	95.0	5339.0	0.10185185199999999	0.426796755	1.0		
C1_03870C_A	11.1	2265.696268774549	0.0	0.18	0.004730928	-1	-1	1692.0	28.0	2348.0	0.266548463	0.388159266	4.0	-1.0	
C1_03880C_A	0.0	4.018355893183462	0.0	0.2	0.013812155	0	0	363.0	12.0	614.0	0.20385674899999998	0.768479107	2.0	-1.0	
C1_03890W_A	0.03	6.749495224567722	0.0		0.000934579	0	0	1071.0	26.0	3148.0	0.166199813	0.558818594	17.0		
C1_03900W_A	12.98	358.7964435699524	75.0	0.12	0.001941748	0	1	516.0	0.0	0.0	1.0	0.0	7.0		-1.0
C1_03910C_A	7.06	213.6418526492968	148.0	0.16	0.005850804	-1	-1	2052.0	20.0	1038.0	0.212475634	0.245177886	0.0		
C1_03920C_A	5.1	1213.3259448478932	80.0	0.15	0.0045336790000000005	-1	-1	1545.0	37.0	2266.0	0.20517799399999997	0.566160485	5.0	-1.0	
C1_03930W_A	11.26	152.10697826231896	106.0	0.17	0.00265252	0	0	1509.0	28.0	1566.0	0.135188867	0.42587576299999996	7.0		
C1_03940W_A	265.59	58597.923414314726	24.0	0.27	0.003929273	-1	-1	510.0	12.0	1050.0	0.239215686	0.478106509	12.0		
C1_03950C_A	4.87	93.91932888656416	135.0		0.003710575	0	0	540.0	20.0	373.0	0.27777777800000003	0.71399177	11.0		-1.0
C1_03960C_A	6.07	214.3488737472403	170.0	0.14	0.007282484	-1	-1	2610.0	29.0	1855.0	0.203448276	0.235396825	0.0	-1.0	
